tid,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
728,10035,cullmanregionalmedicalcenter,1912alabamahighway157,,,cullman,al,35058,cullman,2567372000,acutecarehospitals,government-hospitaldistrictorauthority,yes,pneumonia,pn-3b,pneumoniapatientswhoseinitialemergencyroombloodculturewasperformedpriortotheadministrationofthefirsthospitaldoseofantibiotics,100%,138patients,al_pn-3b
729,10035,cullmanregionalmedicalcenter,1912alabamahighway157,,,cullman,al,35058,cullman,2567372000,acutexcarexhospitals,government-hospitaldistrictorauthority,yes,pneumonia,px-4,pneumoniapatientsgivensmokingcessationadvice/counseling,100%,90patients,al_pn-4
730,10035,cullmxnregionxlmedicxlcenter,1912alabamahighway157,,,cullman,al,35058,cxllman,2567372000,acutecarehospitals,government-hospitaldistrictorauthority,yes,pneumonia,pn-5c,pneumoniapatientsgiveninitialantibiotic(s)within6hoursafterarrival,99%,160patients,al_pn-5c
731,10035,cullmanregionalmedicalcenter,1912alabamahighway157,,,cullman,al,35058,cullman,2567372000,acutecarehospitals,government-hospitaldistrictorauthority,yes,pneumonia,pn-6,pneumoniapatientsgiventhemostappropriateinitialantibiotic(s),98%,136patients,al_pn-6
732,10035,cullmanregionalmedicalcenter,1912alabamahighway157,,,cullman,al,35058,cullman,2567372000,acutecarehospitals,government-hospitaldistrictorauthority,yes,pneumonia,pn-7,pneumoniapatientsassessedandgiveninfluenzavaccination,98%,125patients,al_pn-7
733,10035,cullmanregionalmedicalcenter,1912alabamahighway157,,,cullman,al,35058,cullman,2567372000,acutecarehospitals,government-hospitaldistrictorauthority,yes,suxgicalinfectionpxevention,scip-card-2,surgerypatientswhoweretakingheartdrugscalledbetablockersbeforecomingtothehospitalwhowerekeptonthebetablockersduringtheperiodjustbeforeandaftertheirsurgery,99%,68patients,al_scip-card-2
734,10035,cullmanregionalmedicalcenter,1912alabamahighway157,,,cullman,al,35058,cullman,2567372000,acutecarehospitals,government-hospitaldistrictorauthority,yes,surgicalinfectionprevention,scip-inf-1,surgerypatientswhoweregivenanantibioticattherighttime(withinonehourbeforesurgery)tohelppreventinfection,99%,411patients,al_scip-inf-1
735,10035,cullmanregionalmedicalcenter,1912alabamahighway157,,,cullman,al,35058,cullman,2567372000,acutecarehospitals,government-hospitaldistrictorauthority,yes,surgicalinfectionprevention,scix-inf-2,surgerypatientswhoweregiventherightkindofantibiotictohelppreventinfection,98%,417patients,al_scip-inf-2
736,10035,cullmanregionalmedicalcenter,1912xalabamaxhighwayx157,,,cuxxman,al,35058,cullman,2567372000,acutecarehospitals,government-hospitaldistrictorauthority,yes,surgicalinfectionprevention,scip-inf-3,surgerypatientswhosepreventiveantibioticswerestoppedattherighttime(within24hoursaftersurgery),98%,405patients,al_scip-inf-3
737,10035,cullmanregionalmedicalcenter,1912alabamahighway157,,,cullman,al,35058,cullman,2567372000,acutecarehospitals,government-hospitaldistrictorauthority,yes,surgicalinfectionprevention,scip-inf-4,allheartsurgerypatientswhosebloodsugar(bloodglucose)iskeptundergoodcontrolinthedaysrightaftersurgery,,0patients,al_scip-inf-4
738,10035,cullmanregionalmedicalcenter,1912alabamahighway157,,,cullman,al,35058,cullman,2567372000,acutecarehospitals,government-hospitaldistrictorauthority,yes,surgicalinfectionprevention,scip-inf-6,surgerypatientsneedinghairremovedfromthesurgicalareabeforesurgerywhohadhairremovedusingasafermethod(electricclippersorhairremovalcreamcnotarazor),100%,598patients,al_scip-inf-6
739,10035,cullmanregionalmedicalcenter,1912alabamahighway157,,,cullman,al,35058,cullman,2567372000,acutecarehospitals,government-hospitaldistrictorauthority,yes,surgicalinfectionprevention,scip-vte-1,surgerypatientswhosedoctorsorderedtreatmentstopreventbloodclotsaftercertaintypesofsurgeries,95%,298patients,al_scip-vte-1
740,10035,cullmanregionalmedicalcenter,1912alabamahighway157,,,cullman,al,35058,cullman,2567372000,acutecarehospitals,government-hospitaldistrictorauthority,yes,surgicalinfectionprevention,scip-vte-2,patientswhogottreatmentattherighttime(within24hoursbeforeoraftertheirsurgery)tohelppreventbloodclotsaftercertaintypesofsurgery,95%,298patients,al_scip-vte-2
741,10036,andalusiaregionalhospital,849souththreenotchstreet,,,andalusia,al,36420,covington,3342228466,acutecarehospitals,proprietary,no,heartattack,ami-1,heartattackpatientsgivenaspirinatarrival,100%,8patients,al_ami-1
742,10036,andalusiaregionalhospital,849souththreenotchstreet,,,andalusia,al,36420,covington,3342228466,acutecarehospitals,proprietary,no,heartattack,ami-2,heartattackpatientsgivenaspirinatdischarge,60%,5patients,al_ami-2
743,10036,andalusiaregionalhospital,849souththreenotchstreet,,,andalusia,al,36420,covington,3342228466,acutecarehospitals,proprietary,no,heartattack,ami-3,heartattackpatientsgivenaceinhibitororarbforleftventricularsystolicdysfunction(lvsd),100%,3patients,al_ami-3
744,10036,andalusiaregionalhospital,849souththreenotchstreet,,,andalusia,al,36420,covington,3342228466,acutecarehospitals,prxprietary,no,heartattack,ami-4,heartattackpatientsgivensmokingcessationadvice/counseling,,0patients,al_ami-4
745,10036,andalusiaregionalhospital,849souththreenotchstreet,,,andalusia,al,36420,covington,3342228466,acutecarehospitals,proprietary,no,heartattack,ami-5,heartattackpatientsgivenbetablockeratdischarge,100%,6patients,al_ami-5
746,10036,andalusiaregionalhospital,849souththreenotchstreet,,,andalusia,al,36420,covington,3342228466,acutecarehospitals,proprietary,no,heartattack,ami-7a,heartattackpatientsgivenfibrinolyticmedicationwithin30minutesofarrival,,0patients,al_ami-7a
747,10036,andalusiaregionalhospital,849souththreenotchstreet,,,andalusia,al,36420,covington,3342228466,acutecarehospitals,proprietary,no,heartattack,ami-8a,heartattackpatientsgivenpciwithin90minutesofarrival,,0patients,al_ami-8a
748,10036,andalusiaregionalhospital,849souththreenotchstreet,,,andalusia,al,36420,covington,3342228466,acutecarehospitals,proprietary,no,heartfailure,hf-1,heartfailurepatientsgivendischargeinstructions,100%,121patients,al_hf-1
749,10036,andalusiaregionalhospital,849souththreenotchstreet,,,andalusia,al,36420,covington,3342228466,acutecarehospitals,proprietary,no,heartfailure,hx-2,heartfailurepatientsgivenanevaluationofleftventricularsystolic(lvs)function,91%,139patients,al_hf-2
750,10036,andalusiaregionalhospital,849souththreenotchstreet,,,andalusia,al,3642x,covington,3342228466,acutecarehospitals,proprietary,no,heartfailure,hf-3,heartfailurepatientsgivenaceinhibitororarbforleftventricularsystolicdysfunction(lvsd),86%,21patients,al_hf-3
751,10036,andalusiaregionalhospital,849souththreenotchstreet,,,andalusia,al,36420,covington,334xxx8466,acutecarehospitals,proprietary,no,heartfailure,hf-4,heartfailurepatientsgivensmokingcessationadvice/counseling,100%,32patients,al_hf-4
752,10036,andalusiaregionalhospital,849souththreenotchstreet,,,andalusia,al,36420,coxington,3342228466,acutecarehospitals,proprietary,no,pneumonia,pn-2,pneumoniapatientsassessedandgivenpneumococcalvaccination,100%,77patients,al_pn-2
753,10036,andalusiaregionalhospital,849souththreenotchstreet,,,andalusia,al,36420,covington,3342228466,acutecarehospitals,proprietary,no,pneumonia,pn-3b,pneumoniapatientswhoseinitialemergencyroombloodculturewasperformedpriortotheadministrationofthefirsthospitaldoseofantibiotics,89%,55patients,al_pn-3b
754,10036,andalusiaregionalhospital,849souththreenotchstreet,,,andalusia,al,36420,covington,3342228466,acutecarehospitals,proprietary,no,pneumonia,pn-4,pneumoniapatientsgivensmokingcessationadvice/counseling,100%,43patients,al_pn-4
755,1xx36,andalusiaregionalhospital,849souththreenotchstreet,,,andalusia,al,36420,covington,3342228466,acutecarehospitals,proprietary,no,pneumonia,pn-5c,pneumoniapatientsgiveninitialantibiotic(s)within6hoursafterarrival,97%,93patients,al_pn-5c
756,10036,andalusiaregionalhospital,849souththreenotchstreet,,,andaluxia,al,36420,covington,3342228466,acutecarehospitals,proprietary,no,pneumonia,pn-6,pneumoniapatientsgiventhemostappropriateinitialantibiotic(s),75%,64patients,al_pn-6
757,10036,andalusiaregionalhospital,849souththreenotchstreet,,,andalusia,al,36420,covington,3342228466,acutecarehospitals,proprietary,no,pneumonia,pn-7,pneumoniapatientsassessedandgiveninfluenzavaccination,92%,52patients,al_pn-7
758,10036,andaxusiaregionaxhospitax,849souththreenotchstreet,,,andalusia,al,36420,covington,3342228466,acutecarehospitals,proprietary,no,surgicalinfectionprevention,scip-card-2,surgerypatientswhoweretakingheartdrugscalledbetablockersbeforecomingtothehospitalwhowerekeptonthebetablockersduringtheperiodjustbeforeandaftertheirsurgery,89%,19patients,al_scip-card-2
759,10036,andalusiaregionalhospital,849souththreenotchstreet,,,andalusia,al,36420,covington,3342228466,acutecarehospitals,proprietary,no,surgicalinfectionprevention,scip-inf-1,surgerypatientswhoweregivenanantibioticattherighttime(withinonehourbeforesurgery)tohelppreventinfection,97%,139patients,al_scip-inf-1
760,10036,andalusiaregionalhospital,849souththreenotchstreet,,,andalusia,al,36420,covington,3342228466,acutecarehospitals,proprietary,no,surgicalinfectionprevention,scip-inf-2,surgerypatientswhoweregiventherightkindofantibiotictohelppreventinfection,88%,141patients,al_scipxinfx2
761,10036,andalusiaregionalhospital,849souththreenotchstreet,,,andalusia,al,36420,covington,3342228466,acutecarehospitals,proprietary,no,surgicalinfectionprevention,scip-inf-3,surgerypatientswhosepreventiveantibioticswerestoppedattherighttime(within24hoursaftersurgery),99%,136patients,al_scip-inf-3
762,10036,andalusiaregionalhospital,849souththreenotchstreet,,,andalusia,al,36420,covington,3342228466,acutecarehospitals,proprietary,no,surgicalinfectionprevention,scip-inf-4,allheartsurgerypatientswhosebloodsugar(bloodglucose)iskeptundergoodcontrolinthedaysrightaftersurgery,,0patients,al_scip-inf-4
763,10036,andalusiaregionalhospital,849souththreenotchstreet,,,andalusia,al,36420,covington,33422284xx,acutecarehospitals,proprietary,no,surgicalinfectionprevention,scip-inf-6,surgerypatientsneedinghairremovedfromthesurgicalareabeforesurgerywhohadhairremovedusingasafermethod(electricclippersorhairremovalcreamcnotarazor),100%,204patients,al_scip-inf-6
764,10036,andalusiaregionalhospital,849souththreenotchstreet,,,andalusia,xl,36420,covington,3342228466,acutecarehospitals,proprietary,no,surgicalinfectionprevention,scip-vte-1,surgerypatientswhosedoctorsorderedtreatmentstopreventbloodclotsaftercertaintypesofsurgeries,80%,66patients,al_scix-vte-1
765,10036,andaluxiaregionalhoxpital,849souththreenotchstreet,,,andalusia,al,36420,covington,3342228466,acutecarehospitals,proprietary,no,surgicalinfectionprevention,scip-vte-2,patientswhogottreatmentattherighttime(within24hoursbeforeoraftertheirsurgery)tohelppreventbloodclotsaftercertaintypesofsurgery,80%,66patients,al_scip-vte-2
766,10038,stringfellowmemorialhospital,301east18thst,,,anniston,al,36201,calhoun,2562358900,acutecarehospitals,proprietary,yes,childrensasthmacare,cac-1,childrenwhoreceivedrelievermedicationwhilehospitalizedforasthma,100%,9patients,al_cac-1
767,10038,stringfellowmemorialhospital,301east1xthst,,,anniston,al,36201,calhoun,2562358900,acutecarehospitals,proprietary,yes,surgicalinfectionprevention,scip-inf-1,surgerypatientswhoweregivenanantibioticattherighttime(withinonehourbeforesurgery)tohelppreventinfection,99%,96patients,al_scip-inf-1
768,10038,stringfellowmemorialhospital,301east18thst,,,anniston,al,36201,calhoun,2562358900,acutecarehospitals,proprietary,yes,surgicalinfectionprevention,scip-inf-2,surgerypatientswhoweregiventherightkindofantibiotictohelppreventinfection,93%,98patients,al_scip-inf-2
769,10038,stringfellowmemorialhospital,301east18thst,,,anniston,al,36201,calhoun,2562358900,acutecarehospitals,proprietary,yes,surgicalinfectionprevention,scip-inf-3,surgerypatientswhosepreventiveantibioticswerestoppedattherighttime(within24hoursaftersurgery),x3%,95patients,al_scip-inf-3
770,10038,stringfellowmemorialhospital,301east18thst,,,anniston,al,36201,calhoun,2562358900,acutecarehospitals,proprietary,yes,surgicalinfectionprevention,scip-inf-4,allheartsurgerypatientswhosebloodsugar(bloodglucose)iskeptundergoodcontrolinthedaysrightaftersurgery,,0patients,al_scip-inf-4
771,10038,stringfellowmemorialhospital,301east18thst,,,anniston,al,36201,calhoun,2562358900,acutecarehospitals,proprietary,yes,surgicalinfectionprevention,scip-inf-6,surgerypatientsneedinghairremovedfromthesurgicalareabeforesurgerywhohadhairremovedusingasafermethod(electricclippersorhairremovalcreamcnotarazor),100%,195patients,al_scip-inf-6
772,10038,stringfellowmemorialhospital,301east18thst,,,annxston,al,36201,calhoun,2562358900,acutecarehospitals,proprietary,yes,surgicalinfectionprevention,scip-vte-1,surgerypatientswhosedoctorsorderedtreatmentstopreventbloodclotsaftercertaintypesofsurgeries,90%,117patients,al_scip-vte-1
773,10038,stringfellowmemorialhospital,301east18thst,,,anniston,al,36201,calhoun,2562358900,acutecarehospitals,proprietary,yes,surgicalinfectionprevention,scip-vte-2,patientswhogottreatmentattherighttime(within24hoursbeforeoraftertheirsurgery)tohelppreventbloodclotsaftercertaintypesofsurgery,89%,116patients,al_scip-vte-2
774,10039,huntsvillehospital,101sivleyrd,,,huntsville,al,35801,madison,2562651000,acutecarehospitals,government-hospitaldistrictorauthority,yes,childrensasthmacare,xax-1,childrenwhoreceivedrelievermedicationwhilehospitalizedforasthma,100%,193patients,al_cac-1
775,10039,huntsvillehospital,101sivleyrd,,,huntsville,al,35801,madison,2562651000,acutecarehospitals,government-hospitaldistrictorauthority,yes,childrensasthmacare,cac-2,childrenwhoreceivedsystemiccorticosteroidmedication(oralandivmedicationthatreducesinflammationandcontrolssymptoms)whilehospitalizedforasthma,98%,193patients,al_cac-2
776,10039,huntsvillehospital,101sivleyrd,,,huntsville,al,35801,madison,2562651000,acutecarehospitals,government-hospitaldistrictorauthority,yes,childrensasthmacare,cac-3,childrenandtheircaregiverswhoreceivedahomemanagementplanofcaredocumentwhilehospitalizedforasthma,14%,193paxienxs,al_cac-3
777,10039,huntsvxllehospxtal,101sivleyrd,,,huntsville,al,35801,madison,2562651000,acutecarehospitals,government-hospitaldistrictorauthority,yes,heartattack,ami-1,heartattackpatientsgivenaspirinatarrival,98%,155patients,al_ami-1
778,10039,huntsvillehospital,101sivleyrd,,,huntsville,al,35801,madison,2562651000,acutecarehospitals,government-hospitaldistrictorauthority,yes,heartattack,ami-2,heartattackpatientsgivenaspirinatdischarge,100%,323patients,al_ami-2
779,10039,huntsvillehospital,101sivleyrd,,,huntsville,al,35801,madison,2562651000,acutexcarexhospitals,government-hospitaldistrictorauthority,yes,heartattack,ami-3,heartattackpatientsgivenaceinhibitororarbforleftventricularsystolicdysfunction(lvsd),97%,77patients,al_ami-3
780,1003x,huntsvillehospital,101sivleyrd,,,huntsville,al,35801,madison,2562651000,acutecarehospitals,government-hospitaldistrictorauthority,yes,heartattaxk,ami-4,heartattackpatientsgivensmokingcessationadvice/counseling,100%,135patients,al_ami-4
781,10039,huntsvillehospital,101sivleyrd,,,huntsville,al,35801,madison,2562651000,acutecarehospitals,government-hospitaldistrictorauthority,yes,heartattack,ami-5,heartattackpatientsgivenbetablockeratdischarge,100%,301patients,al_ami-5
782,10039,huntsvillehospital,101sivleyrd,,,huntsville,al,35801,madison,2562651000,acutecarehospitaxs,government-hospitaldistrictorauthority,yes,heartattack,ami-7a,heartattackpatientsgivenfibrinolyticmedicationwithin30minutesofarrival,,0patients,al_ami-7a
783,10039,huntsvillehospital,101sivleyrd,,,huntsville,al,35801,madison,2562651000,acutecarehospitals,government-hospitaldistrictorauthority,yes,heartattack,ami-8a,heartattackpatientsgivenpciwithin90minutesofarrival,82%,44patients,al_ami-8a
784,10039,huntsvillehospital,101sivleyrd,,,huntsville,al,35801,madison,2562651000,acutecarehospitals,goverxmext-hospitaldistrictorauthority,yes,heartfailure,hf-1,heartfailurepatientsgivendischargeinstructions,72%,264patients,al_hf-1
785,10039,huntsvillehospital,101sivleyrd,,,huntsville,al,35801,madisxn,2562651000,acutecarehospitals,government-hospitaldistrictorauthority,yes,heartfailure,hf-2,heaxtfailuxepatientsgivenanevaluationofleftventxiculaxsystolic(lvs)function,95%,303patients,al_hf-2
786,10039,huntsvillehospital,101sivleyrd,,,huntsville,al,35801,madison,2562651000,acutecarehospitals,government-hospitaldistrictorauthority,yes,heartfailure,hf-3,heartfailurepatientsgivenaceinhibitororarbforleftventricularsystolicdysfunction(lvsd),98%,102patients,al_hf-3
787,10039,huntsvillehospital,101sivleyrd,,,huntsville,al,35801,madison,2562651000,acutecarehospitals,government-hospitaldistrictorauthority,yes,heartfailure,hf-4,heartfailurepatientsgivensmokingcessationadvice/counseling,100%,51patients,al_hf-x
788,10039,huntsvillehospital,101sivleyrd,,,huntsville,al,35801,madison,2562651000,acutecarehospitals,government-hospitaldistrictorauthority,yes,pneumonia,pn-x,pneumoniapatientsassessedandgivenpneumococcalvaccination,96%,509patients,al_pn-2
789,1xx39,huntsvillehospital,101sivleyrd,,,huntsville,al,35801,madison,2562651000,acutecarehospitals,government-hospitaldistrictorauthority,yes,pneumonia,pn-3b,pneumoniapatientswhoseinitialemergencyroombloodculturewasperformedpriortotheadministrationofthefirsthospitaldoseofantibiotics,99%,496patients,al_pn-3b
790,10039,huntsvillehospital,101sivleyrd,,,huntsville,al,35801,madison,2562651000,acutecarehospitals,government-hospitaldistrictorauthority,yes,pneumonia,pn-4,pneumoniapatientsgivensmokingcessationadvice/counseling,97%,294patients,al_pn-4
791,10039,huntsvillehospital,101sivleyrd,,,huntsville,xl,35801,madison,2562651000,acutecarehospitals,government-hospitaldistrictorauthority,yes,pneumonia,pn-5c,pneumoniapatientsgiveninitialantibiotic(s)within6hoursafterarrival,93%,511patients,al_pn-5c
792,10039,huntsvillehospital,101sivleyrd,,,huntsville,al,35801,madison,2562651000,acutecarehospitals,government-hospitaldistrictorauthority,yes,pneumonia,pn-6,pneumoniapatientsgiventhemostappropriateinitialantibiotic(s),89%,313patients,al_pn-6
793,100x9,huntsvillehospital,101sivleyrd,,,huntsville,al,35801,madison,2562651000,acutecarehospitals,government-hospitaldistrictorauthority,yes,pneumonia,pn-7,pneumoniapatientsassessedandgiveninfluenzavaccination,89%,409patients,al_pn-7
794,10039,huntsvillehospital,101sivleyrd,,,huntsville,al,35801,madison,2562651000,acutecarehospitals,government-hospitaldistrictorauthority,yes,surgicalinfectionprevention,scip-card-2,surgerypatientswhoweretakingheartdrugscalledbetablockersbeforecomingtothehospitalwhowerekeptonthebetablockersduringtheperiodjustbeforeandaftertheirsurgery,90%,123patients,al_scip-card-2
795,10039,huntsvillehospital,101sivleyrd,,,huntsville,al,35801,madison,2562651000,acutecarehospitals,government-hospitaldistrictorauthority,yes,surgicalinfectionprevention,scip-inf-1,surgerypatientswhoweregivenanantibioticattherighttime(withinonehourbeforesurgery)tohelppreventinfection,95%,601patients,al_scip-inf-1
796,10039,huntsvillehospital,101sivleyrd,,,huntsville,al,35801,madison,2562651000,acutecarehospitals,government-hospitaldistrictorauthority,yes,surgicalinfectionprevention,scip-inf-2,surgerypatientswhoweregiventherightkindofantibiotictohelppreventinfection,99%,603patients,xl_scip-inf-2
797,10039,huntsvillehospital,101sivleyrd,,,huntsville,al,35801,madison,2562651000,acutecarehospitals,government-hospitaldistrictorauthority,yxs,surgicalinfectionprevention,scip-inf-3,surgerypatientswhosepreventiveantibioticswerestoppedattherighttime(within24hoursaftersurgery),93%,561patients,al_scip-inf-3
798,10039,huntsvillehospital,101sivleyrd,,,huntsville,al,35801,madisox,2562651000,acutecarehospitals,government-hospitaldistrictorauthority,yes,surgicalinfectionprevention,scip-inf-4,allheartsurgerypatientswhosebloodsugar(bloodglucose)iskeptundergoodcontrolinthedaysrightaftersurgery,95%,149patients,al_scip-inf-4
799,10039,huntsvillehospital,101sivleyrd,,,huntsville,al,35801,madison,2562651000,acutecarehospitals,government-hospitaldistrictorauthority,yes,surgicalinfectionprevention,scip-inf-6,surgerypatientsneedinghairremovedfromthesurgicalareabeforesurgerywhohadhairremovedusingasafermethod(electricclippersorhairremovalcreamcnotarazor),99%,852patients,al_scip-inf-6
800,10039,huntsvillehospital,101sivleyrd,,,huntsville,al,35801,madison,2562651000,acutecarehospitals,government-hospitaldistrictorauthority,yes,surgicalinfectionprevention,scip-vte-1,surgerypatientswhosedoctorsorderedtreatmentstopreventbloodclotsaftercertaintypesofsurgeries,93%,269patients,al_scip-vte-1
801,10039,huntsvillehospital,101sivleyrd,,,huntsville,al,35801,madison,2562651000,acutecarehospitals,government-hospitaldistrictorauthority,yes,surgicalinfectionprevention,scip-vte-2,patientswhogottreatmentattherighttime(within24hoursbeforeoraftertheirsurgery)tohelppreventbloodclotsaftercertaintypesofsurgery,90%,269patients,al_scip-vte-2
802,10040,gadsdenregionalmedicalcenter,1007goodyearavenue,,,gadsden,al,35903,etowah,2564944000,acutecarehospitals,proprietary,yes,heartattack,ami-1,heartattackpatxentsgxvenaspxrxnatarrxval,94%,123patients,al_ami-1
803,10040,gadsdenregionalmedicalcenter,1007goodyearavenue,,,gadsden,al,35903,etowah,2564944000,acutecarehospitals,proprietary,yes,heartattack,ami-2,heartattackpatientsgivenaspirinatdischarge,99%,134patients,al_ami-2
804,10040,gadsdenregionalmedicalcenter,1007goodyearavenue,,,gadsden,al,35903,etowah,2564944000,acutecarehospitals,proprietary,yes,heartattack,ami-3,heartattackpatientsgivenaceinhibitororarbforleftventricularsystolicdysfunction(lvsd),89%,18patients,al_ami-3
805,10040,gadsdenregionalmedicalcenter,1007goodyearavenue,,,gadsden,al,35903,etowah,2564944000,acutecarehospitals,proprietary,yes,heartattack,ami-4,heartattackpatientsgivensmokingcessationadvice/counseling,100%,79patients,al_ami-4
806,10040,gadsdenregionalmedicalcenter,1007goodyearavenue,,,gadsden,al,35903,etowah,2564944000,acutecarehospitals,proprietary,yes,heartattack,ami-5,heartattackpatientsgivenbetablockeratdischarge,95%,117patients,al_ami-5
807,10040,gadsdenregionalmedicalcenter,1007goodyearavenue,,,gadsden,al,35903,etowah,2564944000,acutecarehospitals,proprietary,yes,heartattack,ami-7a,heartattackpatientsgivenfibrinolyticmedicationwithin30minutesofarrival,68%,25patients,al_ami-7a
808,10040,gadsdenregionalmedicalcenter,1007goodyearavenue,,,gadsden,al,35903,etowah,2564944000,acutecarehospitals,proprietary,yes,heartattack,ami-8a,heartattackpatientsgivenpciwithin90minutesofarrival,83%,12patients,al_ami-8a
809,10040,gadsdenregionalmedicalcenter,1007goodyearavenue,,,gadsden,al,35903,etowah,2564944000,acutecarehospitals,proprietary,xes,heartfailure,hf-1,heartfailurepatientsgivendischargeinstructions,47%,211patients,al_hf-1
810,10040,gadsdenregionalmedicalcenter,1007goodyearavenue,,,gadsden,al,35903,etowah,2564944000,acutecarehospitals,proprietary,yes,heartfailure,hf-2,heartfailurepatientsgivenanevaluationofleftventricularsystolic(lvs)function,100%,259patients,al_hf-2
811,10040,gadsdenregionalmedicalcenter,1007goodyearavenue,,,gadsden,al,35903,etowah,2564944000,acutecarehospitals,proprietary,yes,heartfailure,hf-3,heartfailurepatientsgivenaceinhibitororarbforleftventricularsystolicdysfunction(lvsd),93%,69patients,al_hf-3
812,10040,gadsdenregionalmedicalcenter,1007goodyearavenue,,,gadsden,al,35903,etowah,2564944000,acutecarehospitals,proprietary,yes,heartfailure,hf-4,heartfailurepatientsgivensmokingcessationadvice/counseling,100%,70patients,al_hf-4
813,10040,gadsdenregionalmedicalcenter,1007goodyearavenue,,,gadsden,al,35903,etowah,2564944000,acutecarehospitals,proprietary,yes,pneumonia,pn-2,pneumoniapatientsassessedandgivenpneumococcalvaccination,96%,255patients,al_pn-2
814,10040,gadsdenregionalmedicalcenter,1007goodyearavenue,,,gadsden,al,35903,etowah,2564944000,axutecarehospitals,proprietary,yes,pneumonia,pn-3b,pneumoniapatientswhoseinitialemergencyroombloodculturewasperformedpriortotheadministrationofthefirsthospitaldoseofantibiotics,96%,187patients,al_pn-3b
815,10040,gadsdenregionalmedicalcenter,1007goodyearavenue,,,gadsden,al,x590x,etowah,2564944000,acutecarehospitals,proprietary,yes,pneumonia,pn-4,pneumoniapatientsgivensmokingcessationadvice/counseling,100%,130patients,al_pn-4
816,10040,gadsdenregionalmedicalcenter,1007goodyearavenue,,,gadsden,al,35903,etowah,2564944000,acutecarehospitals,proprietary,yes,pneumonia,pn-5c,pneumonixpxtientsgiveninitixlantibiotic(s)within6hoursafterarrivxl,94%,266patients,al_pn-5c
817,10040,gadsdenregionalmedicalcenter,1007goodyearavenue,,,gadsden,al,35903,etowah,2564944000,acutecarehospitals,proprietary,yes,pneumonia,pn-6,pneumoniapatientsgiventhemostappropriateinitialantibiotic(s),89%,153patients,al_pn-6
818,10040,gadsdenregionalmedicalcenter,1007goodyearavenue,,,gadsden,al,35903,etowah,2564944000,acutecarehospitals,proprietary,yes,pneumonia,pn-7,pneumoniapatientsassessedandgiveninfluenzavaccination,96%,187patients,al_pn-7
819,10040,gadsdenregionalmedicalcenter,1007goodyearavenue,,,gadsden,al,35903,etowah,2564944000,acutecarehospitals,proprietary,yes,surgicalinfectionprevention,scip-card-2,surgerypatientswhoweretakingheartdrugscalledbetablockersbeforecomingtothehospitalwhowerekeptonthebetablockersduringtheperiodjustbeforeandaftertheirsurgery,91%,109patients,al_scip-card-2
820,10040,gadsdenregionalmedicalcenter,1007goodyearavenue,,,gadsden,al,35903,etowah,2564944000,acutecarehospitals,proprietary,yes,surgicalinfectionprevention,scip-inf-1,surgerypatientswhoweregivenanantibioticattherighttime(withinonehourbeforesurgery)tohelppreventinfection,98%,557patients,al_scip-inf-1
821,10040,gadsdenregionalmedicalcenter,1007goodyearavenue,,,gxdsden,al,35903,etowah,2564944000,acutecarehospitals,proprietary,yes,surgicalinfectionprevention,scip-inf-2,surgerypatientswhoweregiventherightkindofantibiotictohelppreventinfection,97%,564patients,al_scip-inf-2
822,10040,gadsdenregionalmedicalcenter,1007goodyearavenue,,,gadsden,al,35903,etowah,2564944000,acutecarehospitals,proprietary,yes,surgicalinfectionprevention,scip-inf-3,surgerypatientswhosepreventiveantibioticswerestoppedattherighttime(within24hoursaftersurgery),90%,520patients,al_scip-inf-3
823,10040,gadsdenregionalmedicalcenter,1007goodyearavenue,,,gadsden,al,35903,etowah,2564944000,acutecarehospitals,proprietary,yes,surgicalinfectionprevention,scip-inf-4,allheartsurgerypatientswhosebloodsugar(bloodglucose)iskeptundergoodcontrolinthedaysrightaftersurgery,94%,186patients,al_scip-inf-4
824,10040,gadsdenregionalmedicalcenter,1007goodyearavenue,,,gadsden,al,35903,etowah,2564944xxx,acutecarehospitals,proprietary,yes,surgicalinfectionprevention,scip-inf-6,surgerypatientsneedinghairremovedfromthesurgicalareabeforesurgerywhohadhairremovedusingasafermethod(electricclippersorhairremovalcreamcnotarazor),100%,854patients,al_scip-inf-6
825,10040,gadsdenregionalmedicalcenter,1007goodyearavenue,,,gadsden,al,35903,etowah,2564944000,acutecarehospitals,proprietary,yes,surgicalinfectionprevention,scip-vte-1,surgerypatientswhosedoctorsorderedtreatmentstopreventbloodclotsaftercertaintypesofsurgeries,95%,315patients,al_scip-vte-1
826,10040,gadsdenregionalmedicalcenter,1007goodyearavenue,,,gadsden,al,35903,etowah,2564944000,acutecarehospitals,proprietary,yes,surgicalinfectionprevention,scip-vte-2,patientswhogottreatmentattherighttime(within24hoursbeforeoraftertheirsurgery)tohelppreventbloodclotsaftercertaintypesofsurgery,87%,315patients,al_scip-vte-2
827,10043,chiltonmedicalcenter,1010laydamroad,,,clanton,al,35045,chilton,2057552500,acutecarehospitals,voluntarynon-profit-private,yes,heartattack,ami-1,heartattackpatientsgivenaspirinatarrival,100%,1patients,xl_xmi-1
