index,attribute,correct_val
1830,city,Seattle
1830,state,WA
1831,id,1415
1831,beer-name,Dry Hard Cider
1831,style,Cider
1831,ounces,16
1831,abv,0.065
1831,ibu,""
1831,brewery_id,411
1831,brewery-name,Seattle Cider Company
1831,city,Seattle
1831,state,WA
1832,id,918
1832,beer-name,Frankenlou's IPA
1832,style,American IPA
1832,ounces,16
1832,abv,0.07
1832,ibu,105
1832,brewery_id,494
1832,brewery-name,Seven Brides Brewery
1832,city,Silverton
1832,state,OR
1833,id,917
1833,beer-name,Becky's Black Cat Porter
1833,style,American Porter
1833,ounces,16
1833,abv,0.07
1833,ibu,55
1833,brewery_id,494
1833,brewery-name,Seven Brides Brewery
1833,city,Silverton
1833,state,OR
1834,id,2250
1834,beer-name,Seventh Son of a Seventh Son
1834,style,American Strong Ale
1834,ounces,16
1834,abv,0.077
1834,ibu,40
1834,brewery_id,183
1834,brewery-name,Seventh Son Brewing Company
1834,city,Columbus
1834,state,OH
1835,id,1768
1835,beer-name,Stone Fort Brown Ale
1835,style,English Brown Ale
1835,ounces,16
1835,abv,0.053
1835,ibu,20
1835,brewery_id,183
1835,brewery-name,Seventh Son Brewing Company
1835,city,Columbus
1835,state,OH
1836,id,1767
1836,beer-name,Seventh Son Hopped Red Ale
1836,style,American Amber / Red Ale
1836,ounces,16
1836,abv,0.077
1836,ibu,40
1836,brewery_id,183
1836,brewery-name,Seventh Son Brewing Company
1836,city,Columbus
1836,state,OH
1837,id,1766
1837,beer-name,Humulus Nimbus Super Pale Ale
1837,style,American Pale Ale (APA)
1837,ounces,16
1837,abv,0.06
1837,ibu,53
1837,brewery_id,183
1837,brewery-name,Seventh Son Brewing Company
1837,city,Columbus
1837,state,OH
1838,id,1765
1838,beer-name,Golden Ratio IPA
1838,style,American IPA
1838,ounces,16
1838,abv,0.07
1838,ibu,68
1838,brewery_id,183
1838,brewery-name,Seventh Son Brewing Company
1838,city,Columbus
1838,state,OH
1839,id,2368
1839,beer-name,Black Hop IPA
1839,style,American Black Ale
1839,ounces,12
1839,abv,0.068
1839,ibu,""
1839,brewery_id,130
1839,brewery-name,Shebeen Brewing Company
1839,city,Wolcott
1839,state,CT
1840,id,738
1840,beer-name,Archer's Ale (2004)
1840,style,English Pale Ale
1840,ounces,12
1840,abv,0.05
1840,ibu,""
1840,brewery_id,511
1840,brewery-name,Sherwood Forest Brewers
1840,city,Marlborough
1840,state,MA
1841,id,1539
1841,beer-name,Monkey Fist IPA
1841,style,American IPA
1841,ounces,12
1841,abv,0.069
1841,ibu,65
1841,brewery_id,385
1841,brewery-name,Shipyard Brewing Company
1841,city,Portland
1841,state,ME
1842,id,975
1842,beer-name,Shipyard Summer Ale
1842,style,American Pale Wheat Ale
1842,ounces,12
1842,abv,0.051
1842,ibu,""
1842,brewery_id,385
1842,brewery-name,Shipyard Brewing Company
1842,city,Portland
1842,state,ME
1843,id,814
1843,beer-name,Pumpkinhead Ale
1843,style,Pumpkin Ale
1843,ounces,12
1843,abv,0.047
1843,ibu,""
1843,brewery_id,385
1843,brewery-name,Shipyard Brewing Company
1843,city,Portland
1843,state,ME
1844,id,727
1844,beer-name,Shipyard Export
1844,style,American Blonde Ale
1844,ounces,12
1844,abv,0.051
1844,ibu,""
1844,brewery_id,385
1844,brewery-name,Shipyard Brewing Company
1844,city,Portland
1844,state,ME
1845,id,2474
1845,beer-name,Nooner
1845,style,German Pilsener
1845,ounces,12
1845,abv,0.052
1845,ibu,""
1845,brewery_id,83
1845,brewery-name,Sierra Nevada Brewing Company
1845,city,Chico
1845,state,CA
1846,id,2239
1846,beer-name,Torpedo
1846,style,American IPA
1846,ounces,12
1846,abv,0.072
1846,ibu,65
1846,brewery_id,83
1846,brewery-name,Sierra Nevada Brewing Company
1846,city,Chico
1846,state,CA
1847,id,1919
1847,beer-name,Yonder Bock
1847,style,Maibock / Helles Bock
1847,ounces,12
1847,abv,0.06
1847,ibu,""
1847,brewery_id,83
1847,brewery-name,Sierra Nevada Brewing Company
1847,city,Chico
1847,state,CA
1848,id,1918
1848,beer-name,CANfusion Rye Bock
1848,style,Rye Beer
1848,ounces,12
1848,abv,0.06
1848,ibu,""
1848,brewery_id,83
1848,brewery-name,Sierra Nevada Brewing Company
1848,city,Chico
1848,state,CA
1849,id,1905
1849,beer-name,Sierra Nevada Pale Ale
1849,style,American Pale Ale (APA)
1849,ounces,16
1849,abv,0.056
1849,ibu,37
1849,brewery_id,83
1849,brewery-name,Sierra Nevada Brewing Company
1849,city,Chico
1849,state,CA
1850,id,1338
1850,beer-name,Old Chico Crystal Wheat
1850,style,American Pale Wheat Ale
1850,ounces,12
1850,abv,0.048
1850,ibu,26
1850,brewery_id,83
1850,brewery-name,Sierra Nevada Brewing Company
1850,city,Chico
1850,state,CA
1851,id,1295
1851,beer-name,Summerfest
1851,style,Czech Pilsener
1851,ounces,12
1851,abv,0.05
1851,ibu,28
1851,brewery_id,83
1851,brewery-name,Sierra Nevada Brewing Company
1851,city,Chico
1851,state,CA
1852,id,426
1852,beer-name,Torpedo
1852,style,American IPA
1852,ounces,16
1852,abv,0.072
1852,ibu,65
1852,brewery_id,83
1852,brewery-name,Sierra Nevada Brewing Company
1852,city,Chico
1852,state,CA
1853,id,400
1853,beer-name,Sierra Nevada Pale Ale
1853,style,American Pale Ale (APA)
1853,ounces,12
1853,abv,0.056
1853,ibu,37
1853,brewery_id,83
1853,brewery-name,Sierra Nevada Brewing Company
1853,city,Chico
1853,state,CA
1854,id,2353
1854,beer-name,Sietsema Red Label
1854,style,Cider
1854,ounces,16
1854,abv,0.069
1854,ibu,""
1854,brewery_id,137
1854,brewery-name,Sietsema Orchards and Cider Mill
1854,city,Ada
1854,state,MI
1855,id,212
1855,beer-name,Bear Ass Brown
1855,style,American Brown Ale
1855,ounces,12
1855,abv,0.042
1855,ibu,""
1855,brewery_id,551
1855,brewery-name,Silverton Brewery
1855,city,Silverton
1855,state,CO
1856,id,161
1856,beer-name,Red Mountain Ale
1856,style,American Amber / Red Ale
1856,ounces,12
1856,abv,0.06
1856,ibu,""
1856,brewery_id,551
1856,brewery-name,Silverton Brewery
1856,city,Silverton
1856,state,CO
1857,id,160
1857,beer-name,Ice Pick Ale
1857,style,American IPA
1857,ounces,12
1857,abv,0.068
1857,ibu,""
1857,brewery_id,551
1857,brewery-name,Silverton Brewery
1857,city,Silverton
1857,state,CO
1858,id,2574
1858,beer-name,4Beans
1858,style,Baltic Porter
1858,ounces,12
1858,abv,0.1
1858,ibu,52
1858,brewery_id,46
1858,brewery-name,Sixpoint Craft Ales
1858,city,Brooklyn
1858,state,NY
1859,id,2479
1859,beer-name,Jammer
1859,style,Gose
1859,ounces,12
1859,abv,0.042
1859,ibu,16
1859,brewery_id,46
1859,brewery-name,Sixpoint Craft Ales
1859,city,Brooklyn
1859,state,NY
1860,id,2443
1860,beer-name,Abigale
1860,style,Belgian Pale Ale
1860,ounces,12
1860,abv,0.08
1860,ibu,""
1860,brewery_id,46
1860,brewery-name,Sixpoint Craft Ales
1860,city,Brooklyn
1860,state,NY
1861,id,2266
1861,beer-name,Rad
1861,style,Fruit / Vegetable Beer
1861,ounces,16
1861,abv,0.032
1861,ibu,7
1861,brewery_id,46
1861,brewery-name,Sixpoint Craft Ales
1861,city,Brooklyn
1861,state,NY
1862,id,2090
1862,beer-name,Bengali
1862,style,American IPA
1862,ounces,24
1862,abv,0.065
1862,ibu,62
1862,brewery_id,46
1862,brewery-name,Sixpoint Craft Ales
1862,city,Brooklyn
1862,state,NY
1863,id,1962
1863,beer-name,Sensi Harvest
1863,style,American Pale Ale (APA)
1863,ounces,12
1863,abv,0.047
1863,ibu,50
1863,brewery_id,46
1863,brewery-name,Sixpoint Craft Ales
1863,city,Brooklyn
1863,state,NY
1864,id,1696
1864,beer-name,Hi-Res
1864,style,American Double / Imperial IPA
1864,ounces,12
1864,abv,0.099
1864,ibu,111
1864,brewery_id,46
1864,brewery-name,Sixpoint Craft Ales
1864,city,Brooklyn
1864,state,NY
1865,id,1608
1865,beer-name,Global Warmer
1865,style,American Strong Ale
1865,ounces,12
1865,abv,0.07
1865,ibu,70
1865,brewery_id,46
1865,brewery-name,Sixpoint Craft Ales
1865,city,Brooklyn
1865,state,NY
1866,id,1591
1866,beer-name,Autumnation (2013)
1866,style,American IPA
1866,ounces,16
1866,abv,0.067
1866,ibu,74
1866,brewery_id,46
1866,brewery-name,Sixpoint Craft Ales
1866,city,Brooklyn
1866,state,NY
1867,id,1388
1867,beer-name,The Crisp
1867,style,German Pilsener
1867,ounces,16
1867,abv,0.054
1867,ibu,42
1867,brewery_id,46
1867,brewery-name,Sixpoint Craft Ales
1867,city,Brooklyn
1867,state,NY
1868,id,1387
1868,beer-name,Sweet Action
1868,style,Cream Ale
1868,ounces,16
1868,abv,0.052
1868,ibu,34
1868,brewery_id,46
1868,brewery-name,Sixpoint Craft Ales
1868,city,Brooklyn
1868,state,NY
1869,id,1386
1869,beer-name,Righteous Ale
1869,style,Rye Beer
1869,ounces,16
1869,abv,0.063
1869,ibu,57
1869,brewery_id,46
1869,brewery-name,Sixpoint Craft Ales
1869,city,Brooklyn
1869,state,NY
1870,id,1385
1870,beer-name,Bengali Tiger
1870,style,American IPA
1870,ounces,16
1870,abv,0.064
1870,ibu,62
1870,brewery_id,46
1870,brewery-name,Sixpoint Craft Ales
1870,city,Brooklyn
1870,state,NY
1871,id,1020
1871,beer-name,3Beans
1871,style,Baltic Porter
1871,ounces,12
1871,abv,0.099
1871,ibu,85
1871,brewery_id,46
1871,brewery-name,Sixpoint Craft Ales
1871,city,Brooklyn
1871,state,NY
1872,id,778
1872,beer-name,Brownstone
1872,style,American Brown Ale
1872,ounces,16
1872,abv,0.059
1872,ibu,47
1872,brewery_id,46
1872,brewery-name,Sixpoint Craft Ales
1872,city,Brooklyn
1872,state,NY
1873,id,630
1873,beer-name,Apollo
1873,style,American Pale Wheat Ale
1873,ounces,16
1873,abv,0.052
1873,ibu,11
1873,brewery_id,46
1873,brewery-name,Sixpoint Craft Ales
1873,city,Brooklyn
1873,state,NY
1874,id,629
1874,beer-name,Harbinger
1874,style,Saison / Farmhouse Ale
1874,ounces,16
1874,abv,0.049
1874,ibu,35
1874,brewery_id,46
1874,brewery-name,Sixpoint Craft Ales
1874,city,Brooklyn
1874,state,NY
1875,id,628
1875,beer-name,Resin
1875,style,American Double / Imperial IPA
1875,ounces,12
1875,abv,0.091
1875,ibu,103
1875,brewery_id,46
1875,brewery-name,Sixpoint Craft Ales
1875,city,Brooklyn
1875,state,NY
1876,id,525
1876,beer-name,Diesel
1876,style,American Stout
1876,ounces,16
1876,abv,0.063
1876,ibu,69
1876,brewery_id,46
1876,brewery-name,Sixpoint Craft Ales
1876,city,Brooklyn
1876,state,NY
1877,id,512
1877,beer-name,Autumnation (2011-12) (2011)
1877,style,Pumpkin Ale
1877,ounces,16
1877,abv,0.06
1877,ibu,48
1877,brewery_id,46
1877,brewery-name,Sixpoint Craft Ales
1877,city,Brooklyn
1877,state,NY
1878,id,425
1878,beer-name,The Crisp (2011)
1878,style,German Pilsener
1878,ounces,16
1878,abv,0.054
1878,ibu,42
1878,brewery_id,46
1878,brewery-name,Sixpoint Craft Ales
1878,city,Brooklyn
1878,state,NY
1879,id,424
1879,beer-name,Sweet Action (2011)
1879,style,Cream Ale
1879,ounces,16
1879,abv,0.052
1879,ibu,34
1879,brewery_id,46
1879,brewery-name,Sixpoint Craft Ales
1879,city,Brooklyn
1879,state,NY
1880,id,423
1880,beer-name,Righteous Ale (2011)
1880,style,Rye Beer
1880,ounces,16
1880,abv,0.063
1880,ibu,57
1880,brewery_id,46
1880,brewery-name,Sixpoint Craft Ales
1880,city,Brooklyn
1880,state,NY
1881,id,422
1881,beer-name,Bengali Tiger (2011)
1881,style,American IPA
1881,ounces,16
1881,abv,0.064
1881,ibu,62
1881,brewery_id,46
1881,brewery-name,Sixpoint Craft Ales
1881,city,Brooklyn
1881,state,NY
1882,id,1942
1882,beer-name,Rudie Session IPA
1882,style,American IPA
1882,ounces,12
1882,abv,0.045
1882,ibu,""
1882,brewery_id,264
1882,brewery-name,Ska Brewing Company
1882,city,Durango
1882,state,CO
1883,id,1708
1883,beer-name,Taster's Choice
1883,style,Doppelbock
1883,ounces,12
1883,abv,0.074
1883,ibu,""
1883,brewery_id,264
1883,brewery-name,Ska Brewing Company
1883,city,Durango
1883,state,CO
1884,id,1521
1884,beer-name,Modus Hoperandi
1884,style,American IPA
1884,ounces,12
1884,abv,0.068
1884,ibu,65
1884,brewery_id,264
1884,brewery-name,Ska Brewing Company
1884,city,Durango
1884,state,CO
1885,id,1297
1885,beer-name,Estival Cream Stout
1885,style,American Stout
1885,ounces,12
1885,abv,0.058
1885,ibu,15
1885,brewery_id,264
1885,brewery-name,Ska Brewing Company
1885,city,Durango
1885,state,CO
1886,id,1192
1886,beer-name,Vernal Minthe Stout
1886,style,American Stout
1886,ounces,12
1886,abv,0.058
1886,ibu,""
1886,brewery_id,264
1886,brewery-name,Ska Brewing Company
1886,city,Durango
1886,state,CO
1887,id,1013
1887,beer-name,Hibernal Vinifera Stout
1887,style,Foreign / Export Stout
1887,ounces,12
1887,abv,0.08
1887,ibu,""
1887,brewery_id,264
1887,brewery-name,Ska Brewing Company
1887,city,Durango
1887,state,CO
1888,id,774
1888,beer-name,Autumnal Molé Stout
1888,style,American Stout
1888,ounces,12
1888,abv,""
1888,ibu,""
1888,brewery_id,264
1888,brewery-name,Ska Brewing Company
1888,city,Durango
1888,state,CO
1889,id,386
1889,beer-name,Mexican Logger
1889,style,American Pale Lager
1889,ounces,12
1889,abv,0.042
1889,ibu,18
1889,brewery_id,264
1889,brewery-name,Ska Brewing Company
1889,city,Durango
1889,state,CO
1890,id,70
1890,beer-name,True Blonde Ale
1890,style,American Blonde Ale
1890,ounces,12
1890,abv,0.053
1890,ibu,""
1890,brewery_id,264
1890,brewery-name,Ska Brewing Company
1890,city,Durango
1890,state,CO
1891,id,69
1891,beer-name,Euphoria Pale Ale
1891,style,American Pale Ale (APA)
1891,ounces,12
1891,abv,0.061
1891,ibu,""
1891,brewery_id,264
1891,brewery-name,Ska Brewing Company
1891,city,Durango
1891,state,CO
1892,id,68
1892,beer-name,ESB Special Ale
1892,style,Extra Special / Strong Bitter (ESB)
1892,ounces,12
1892,abv,0.057
1892,ibu,58
1892,brewery_id,264
1892,brewery-name,Ska Brewing Company
1892,city,Durango
1892,state,CO
1893,id,67
1893,beer-name,Modus Hoperandi
1893,style,American IPA
1893,ounces,12
1893,abv,0.068
1893,ibu,65
1893,brewery_id,264
1893,brewery-name,Ska Brewing Company
1893,city,Durango
1893,state,CO
1894,id,1792
1894,beer-name,Iron Butt Red Ale
1894,style,American Amber / Red Ale
1894,ounces,12
1894,abv,0.058
1894,ibu,39
1894,brewery_id,313
1894,brewery-name,Slanted Rock Brewing Company
1894,city,Meridian
1894,state,ID
1895,id,1609
1895,beer-name,Initial Point India Pale Ale
1895,style,American IPA
1895,ounces,12
1895,abv,0.071
1895,ibu,92
1895,brewery_id,313
1895,brewery-name,Slanted Rock Brewing Company
1895,city,Meridian
1895,state,ID
1896,id,2537
1896,beer-name,Monkey Dancing On A Razor Blade
1896,style,Belgian IPA
1896,ounces,24
1896,abv,0.085
1896,ibu,""
1896,brewery_id,64
1896,brewery-name,SlapShot Brewing Company
1896,city,Chicago
1896,state,IL
1897,id,2536
1897,beer-name,Tripel Deke
1897,style,Tripel
1897,ounces,24
1897,abv,0.082
1897,ibu,""
1897,brewery_id,64
1897,brewery-name,SlapShot Brewing Company
1897,city,Chicago
1897,state,IL
1898,id,30
1898,beer-name,Urban Wilderness Pale Ale
1898,style,English Pale Ale
1898,ounces,12
1898,abv,0.049
1898,ibu,""
1898,brewery_id,557
1898,brewery-name,Sleeping Lady Brewing Company
1898,city,Anchorage
1898,state,AK
1899,id,2305
1899,beer-name,Homefront IPA
1899,style,American IPA
1899,ounces,12
1899,abv,0.06
1899,ibu,70
1899,brewery_id,163
1899,brewery-name,Sly Fox Brewing Company
1899,city,Phoenixville
1899,state,PA
1900,id,1588
1900,beer-name,Sly Fox Christmas Ale 2013
1900,style,Winter Warmer
1900,ounces,12
1900,abv,0.055
1900,ibu,16
1900,brewery_id,371
1900,brewery-name,Sly Fox Brewing Company
1900,city,Pottstown
1900,state,PA
1901,id,1363
1901,beer-name,Grisette
1901,style,Grisette
1901,ounces,12
1901,abv,0.056
1901,ibu,25
1901,brewery_id,371
1901,brewery-name,Sly Fox Brewing Company
1901,city,Pottstown
1901,state,PA
1902,id,1211
1902,beer-name,360° India Pale Ale
1902,style,American IPA
1902,ounces,12
1902,abv,0.062
1902,ibu,""
1902,brewery_id,371
1902,brewery-name,Sly Fox Brewing Company
1902,city,Pottstown
1902,state,PA
1903,id,1123
1903,beer-name,Helles Golden Lager
1903,style,Munich Helles Lager
1903,ounces,12
1903,abv,0.049
1903,ibu,18
1903,brewery_id,371
1903,brewery-name,Sly Fox Brewing Company
1903,city,Pottstown
1903,state,PA
1904,id,926
1904,beer-name,Sly Fox Christmas Ale 2012 (2012)
1904,style,Winter Warmer
1904,ounces,12
1904,abv,0.055
1904,ibu,16
1904,brewery_id,371
1904,brewery-name,Sly Fox Brewing Company
1904,city,Pottstown
1904,state,PA
1905,id,894
1905,beer-name,Odyssey Imperial IPA
1905,style,American Double / Imperial IPA
1905,ounces,12
1905,abv,0.084
1905,ibu,90
1905,brewery_id,371
1905,brewery-name,Sly Fox Brewing Company
1905,city,Pottstown
1905,state,PA
1906,id,166
1906,beer-name,Oktoberfest Lager
1906,style,Märzen / Oktoberfest
1906,ounces,12
1906,abv,0.058
1906,ibu,25
1906,brewery_id,371
1906,brewery-name,Sly Fox Brewing Company
1906,city,Pottstown
1906,state,PA
1907,id,24
1907,beer-name,113 IPA
1907,style,American IPA
1907,ounces,12
1907,abv,0.07
1907,ibu,113
1907,brewery_id,371
1907,brewery-name,Sly Fox Brewing Company
1907,city,Pottstown
1907,state,PA
1908,id,23
1908,beer-name,Dunkel Lager
1908,style,Munich Dunkel Lager
1908,ounces,12
1908,abv,0.053
1908,ibu,21
1908,brewery_id,371
1908,brewery-name,Sly Fox Brewing Company
1908,city,Pottstown
1908,state,PA
1909,id,22
1909,beer-name,Royal Weisse Ale
1909,style,Hefeweizen
1909,ounces,12
1909,abv,0.056
1909,ibu,11
1909,brewery_id,371
1909,brewery-name,Sly Fox Brewing Company
1909,city,Pottstown
1909,state,PA
1910,id,21
1910,beer-name,Pikeland Pils
1910,style,German Pilsener
1910,ounces,12
1910,abv,0.049
1910,ibu,44
1910,brewery_id,371
1910,brewery-name,Sly Fox Brewing Company
1910,city,Pottstown
1910,state,PA
1911,id,20
1911,beer-name,Phoenix Pale Ale
1911,style,American Pale Ale (APA)
1911,ounces,12
1911,abv,0.051
1911,ibu,40
1911,brewery_id,371
1911,brewery-name,Sly Fox Brewing Company
1911,city,Pottstown
1911,state,PA
1912,id,2407
1912,beer-name,Rule G IPA
1912,style,American IPA
1912,ounces,12
1912,abv,0.07
1912,ibu,88
1912,brewery_id,115
1912,brewery-name,Smartmouth Brewing Company
1912,city,Norfolk
1912,state,VA
1913,id,2406
1913,beer-name,Murphy's Law
1913,style,American Amber / Red Ale
1913,ounces,12
1913,abv,0.058
1913,ibu,35
1913,brewery_id,115
1913,brewery-name,Smartmouth Brewing Company
1913,city,Norfolk
1913,state,VA
1914,id,2405
1914,beer-name,Alter Ego
1914,style,Saison / Farmhouse Ale
1914,ounces,12
1914,abv,0.062
1914,ibu,33
1914,brewery_id,115
1914,brewery-name,Smartmouth Brewing Company
1914,city,Norfolk
1914,state,VA
1915,id,2234
1915,beer-name,Monarch Pilsner
1915,style,American Pilsner
1915,ounces,12
1915,abv,0.05
1915,ibu,""
1915,brewery_id,191
1915,brewery-name,Snake River Brewing Company
1915,city,Jackson
1915,state,WY
1916,id,1606
1916,beer-name,Snow King Pale Ale
1916,style,American Pale Ale (APA)
1916,ounces,12
1916,abv,0.06
1916,ibu,55
1916,brewery_id,191
1916,brewery-name,Snake River Brewing Company
1916,city,Jackson
1916,state,WY
1917,id,617
1917,beer-name,Zonker Stout
1917,style,Foreign / Export Stout
1917,ounces,12
1917,abv,0.054
1917,ibu,36
1917,brewery_id,191
1917,brewery-name,Snake River Brewing Company
1917,city,Jackson
1917,state,WY
1918,id,407
1918,beer-name,OB-1 Organic Ale
1918,style,English Brown Ale
1918,ounces,12
1918,abv,0.05
1918,ibu,22
1918,brewery_id,191
1918,brewery-name,Snake River Brewing Company
1918,city,Jackson
1918,state,WY
1919,id,406
1919,beer-name,Snake River Lager
1919,style,Vienna Lager
1919,ounces,12
1919,abv,0.05
1919,ibu,18
1919,brewery_id,191
1919,brewery-name,Snake River Brewing Company
1919,city,Jackson
1919,state,WY
1920,id,402
1920,beer-name,Snake River Pale Ale
1920,style,American Pale Ale (APA)
1920,ounces,12
1920,abv,0.052
1920,ibu,32
1920,brewery_id,191
1920,brewery-name,Snake River Brewing Company
1920,city,Jackson
1920,state,WY
1921,id,393
1921,beer-name,Pako’s EyePA
1921,style,American IPA
1921,ounces,12
1921,abv,0.068
1921,ibu,60
1921,brewery_id,191
1921,brewery-name,Snake River Brewing Company
1921,city,Jackson
1921,state,WY
1922,id,1798
1922,beer-name,Thanksgiving Ale
1922,style,Kölsch
1922,ounces,12
1922,abv,0.05
1922,ibu,""
1922,brewery_id,309
1922,brewery-name,Sockeye Brewing Company
1922,city,Boise
1922,state,ID
1923,id,1655
1923,beer-name,Double Dagger Imperial IPA
1923,style,American Double / Imperial IPA
1923,ounces,12
1923,abv,0.092
1923,ibu,""
1923,brewery_id,309
1923,brewery-name,Sockeye Brewing Company
1923,city,Boise
1923,state,ID
1924,id,1596
1924,beer-name,Dagger Falls IPA
1924,style,American IPA
1924,ounces,12
1924,abv,0.063
1924,ibu,100
1924,brewery_id,309
1924,brewery-name,Sockeye Brewing Company
1924,city,Boise
1924,state,ID
1925,id,1595
1925,beer-name,Dagger Falls IPA
1925,style,American IPA
1925,ounces,12
1925,abv,0.063
1925,ibu,100
1925,brewery_id,309
1925,brewery-name,Sockeye Brewing Company
1925,city,Boise
1925,state,ID
1926,id,1482
1926,beer-name,Socktoberfest
1926,style,Märzen / Oktoberfest
1926,ounces,16
1926,abv,0.06
1926,ibu,""
1926,brewery_id,309
1926,brewery-name,Sockeye Brewing Company
1926,city,Boise
1926,state,ID
1927,id,1447
1927,beer-name,Hopnoxious Imperial IPA
1927,style,American Double / Imperial IPA
1927,ounces,12
1927,abv,0.079
1927,ibu,""
1927,brewery_id,309
1927,brewery-name,Sockeye Brewing Company
1927,city,Boise
1927,state,ID
1928,id,1425
1928,beer-name,Barrel Aged Seven Devils Imperial Stout
1928,style,American Double / Imperial Stout
1928,ounces,12
1928,abv,0.099
1928,ibu,""
1928,brewery_id,309
1928,brewery-name,Sockeye Brewing Company
1928,city,Boise
1928,state,ID
1929,id,1424
1929,beer-name,Boise Co-Op Two Score Ale
1929,style,Saison / Farmhouse Ale
1929,ounces,16
1929,abv,0.055
1929,ibu,""
1929,brewery_id,309
1929,brewery-name,Sockeye Brewing Company
1929,city,Boise
1929,state,ID
1930,id,1298
1930,beer-name,Sockeye Belgian Style Summer Ale
1930,style,Witbier
1930,ounces,16
1930,abv,0.05
1930,ibu,""
1930,brewery_id,309
1930,brewery-name,Sockeye Brewing Company
1930,city,Boise
1930,state,ID
1931,id,1181
1931,beer-name,Sockeye Maibock
1931,style,Maibock / Helles Bock
1931,ounces,12
1931,abv,0.064
1931,ibu,""
1931,brewery_id,309
1931,brewery-name,Sockeye Brewing Company
1931,city,Boise
1931,state,ID
1932,id,1160
1932,beer-name,Old Devil's Tooth
1932,style,American Barleywine
1932,ounces,12
1932,abv,0.099
1932,ibu,100
1932,brewery_id,309
1932,brewery-name,Sockeye Brewing Company
1932,city,Boise
1932,state,ID
1933,id,1152
1933,beer-name,Galena Golden
1933,style,American Blonde Ale
1933,ounces,12
1933,abv,0.043
1933,ibu,""
1933,brewery_id,309
1933,brewery-name,Sockeye Brewing Company
1933,city,Boise
1933,state,ID
1934,id,1151
1934,beer-name,Hell-Diver Pale Ale
1934,style,American Pale Ale (APA)
1934,ounces,12
1934,abv,0.052
1934,ibu,32
1934,brewery_id,309
1934,brewery-name,Sockeye Brewing Company
1934,city,Boise
1934,state,ID
1935,id,1150
1935,beer-name,Woolybugger Wheat
1935,style,American Pale Wheat Ale
1935,ounces,12
1935,abv,0.046
1935,ibu,12
1935,brewery_id,309
1935,brewery-name,Sockeye Brewing Company
1935,city,Boise
1935,state,ID
1936,id,1076
1936,beer-name,Power House Porter
1936,style,American Porter
1936,ounces,12
1936,abv,0.057
1936,ibu,""
1936,brewery_id,309
1936,brewery-name,Sockeye Brewing Company
1936,city,Boise
1936,state,ID
1937,id,995
1937,beer-name,Winterfest
1937,style,American Strong Ale
1937,ounces,16
1937,abv,0.084
1937,ibu,90
1937,brewery_id,309
1937,brewery-name,Sockeye Brewing Company
1937,city,Boise
1937,state,ID
1938,id,879
1938,beer-name,Dagger Falls IPA
1938,style,American IPA
1938,ounces,12
1938,abv,0.063
1938,ibu,100
1938,brewery_id,309
1938,brewery-name,Sockeye Brewing Company
1938,city,Boise
1938,state,ID
1939,id,1972
1939,beer-name,LuckenBock
1939,style,Bock
1939,ounces,16
1939,abv,0.07
1939,ibu,18
1939,brewery_id,257
1939,brewery-name,South Austin Brewery
1939,city,South Austin
1939,state,TX
1940,id,1971
1940,beer-name,Texas Pale Ale (TPA)
1940,style,American IPA
1940,ounces,16
1940,abv,0.055
1940,ibu,40
1940,brewery_id,257
1940,brewery-name,South Austin Brewery
1940,city,South Austin
1940,state,TX
1941,id,1970
1941,beer-name,6 String Saison
1941,style,Saison / Farmhouse Ale
1941,ounces,16
1941,abv,0.08
1941,ibu,""
1941,brewery_id,257
1941,brewery-name,South Austin Brewery
1941,city,South Austin
1941,state,TX
1942,id,1969
1942,beer-name,Kol' Beer
1942,style,Kölsch
1942,ounces,16
1942,abv,0.05
1942,ibu,22
1942,brewery_id,257
1942,brewery-name,South Austin Brewery
1942,city,South Austin
1942,state,TX
1943,id,2024
1943,beer-name,Montauk Light
1943,style,Light Lager
1943,ounces,12
1943,abv,0.035
1943,ibu,""
1943,brewery_id,249
1943,brewery-name,Southampton Publick House
1943,city,Southampton
1943,state,NY
1944,id,1283
1944,beer-name,Na Zdraví Pilsner
1944,style,Czech Pilsener
1944,ounces,16
1944,abv,0.048
1944,ibu,32
1944,brewery_id,436
1944,brewery-name,Southern Oregon Brewing Company
1944,city,Medford
1944,state,OR
1945,id,1282
1945,beer-name,Nice Rack IPA
1945,style,American IPA
1945,ounces,16
1945,abv,0.055
1945,ibu,65
1945,brewery_id,436
1945,brewery-name,Southern Oregon Brewing Company
1945,city,Medford
1945,state,OR
1946,id,2362
1946,beer-name,2014 IPA Cicada Series
1946,style,American IPA
1946,ounces,16
1946,abv,0.075
1946,ibu,72
1946,brewery_id,133
1946,brewery-name,Southern Prohibition Brewing Com...
1946,city,Hattiesburg
1946,state,MS
1947,id,2346
1947,beer-name,Sinister Minister Black IPA
1947,style,American IPA
1947,ounces,16
1947,abv,0.077
1947,ibu,65
1947,brewery_id,133
1947,brewery-name,Southern Prohibition Brewing Com...
1947,city,Hattiesburg
1947,state,MS
1948,id,2320
1948,beer-name,Jack the Sipper
1948,style,Extra Special / Strong Bitter (ESB)
1948,ounces,12
1948,abv,0.053
1948,ibu,45
1948,brewery_id,133
1948,brewery-name,Southern Prohibition Brewing Com...
1948,city,Hattiesburg
1948,state,MS
1949,id,2297
1949,beer-name,Devil's Harvest Extra Pale Ale
1949,style,American Pale Ale (APA)
1949,ounces,12
