id,attribute,correct_val
414396,article_jvolumn,123
414396,article_jissue,2
414396,article_jcreated_at,1/3/01
414396,article_pagination,632-9
414396,author_list,"\"{\"\"T. V. Cloward\"\""
635082,article_title,Efficacy of allogeneic hematopoietic stem cell transplantation depends on cytogenetic risk for acute myeloid leukemia in first disease remission: a metaanalysis.
635082,article_language,eng
635082,journal_title,CANCER
635082,jounral_abbreviation,""
635082,journal_issn,0008-543X
635082,article_jvolumn,103
635082,article_jissue,8
635082,article_jcreated_at,4/15/05
635082,article_pagination,1652-8
635082,author_list,"\"{\"\"Nobuhiko Emi\"\""
446599,article_title,[Case management for moderate-need patients and recovery: what can we learn from experimental and quasi-experimental studies?]. [Review] [French]
446599,article_language,""
446599,journal_title,""
446599,jounral_abbreviation,""
446599,journal_issn,""
446599,article_jvolumn,0
446599,article_jissue,0
446599,article_jcreated_at,""
446599,article_pagination,""
446599,author_list,{NULL}
376525,article_title,Considerations for the diagnosis and treatment of testosterone deficiency in elderly men.
376525,article_language,eng
376525,journal_title,The American journal of medicine
376525,jounral_abbreviation,Am. J. Med.
376525,journal_issn,1555-7162
376525,article_jvolumn,120
376525,article_jissue,10
376525,article_jcreated_at,1/7/10
376525,article_pagination,835-40
376525,author_list,"\"{\"\"Stephen A Geraci\"\""
637323,article_title,A comparison of early gastric and post-pyloric feeding in critically ill patients: a meta-analysis.
637323,article_language,eng
637323,journal_title,Intensive care medicine
637323,jounral_abbreviation,Intensive Care Med
637323,journal_issn,0342-4642
637323,article_jvolumn,32
637323,article_jissue,5
637323,article_jcreated_at,1/6/05
637323,article_pagination,639-49
637323,author_list,"\"{\"\"Kwok M Ho\"\""
153797,article_title,Definitive radiotherapy for T1 glottic squamous cell carcinoma: a 15-year Cruces University Hospital experience
153797,article_language,""
153797,journal_title,Clinical & Translational Oncology: Official Publication of the Federation of Spanish Oncology Societes & of the National Cancer Institute of Mexico
153797,jounral_abbreviation,""
153797,journal_issn,""
153797,article_jvolumn,15
153797,article_jissue,0
153797,article_jcreated_at,1/13/01
153797,article_pagination,925-31
153797,author_list,"\"{\"\"Martinez-Indart L\"\""
470179,article_title,Comparison of methods for defining prevalent vertebral deformities: the Study of Osteoporotic Fractures.
470179,article_language,eng
470179,journal_title,Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research
470179,jounral_abbreviation,J. Bone Miner. Res.
470179,journal_issn,0884-0431
470179,article_jvolumn,10
470179,article_jissue,6
470179,article_jcreated_at,6/1/95
470179,article_pagination,890-902
470179,author_list,"\"{\"\"M C Nevitt\"\""
9325,article_title,Children are pharmaco-therapeutic orphans.
9325,article_language,eng
9325,journal_title,Pediatric allergy and immunology : official publication of the European Society of Pediatric Allergy and Immunology
9325,jounral_abbreviation,Pediatr Allergy Immunol
9325,journal_issn,1399-3038
9325,article_jvolumn,21
9325,article_jissue,2
9325,article_jcreated_at,1/10/03
9325,article_pagination,249-50
9325,author_list,"\"{\"\"C K Naspitz\"\""
294719,article_title,Prehospital hypertonic saline resuscitation attenuates the activation and promotes apoptosis of neutrophils in patients with severe traumatic brain injury.
294719,article_language,eng
294719,journal_title,"Shock (Augusta, Ga.)"
294719,jounral_abbreviation,Shock
294719,journal_issn,1540-0514
294719,article_jvolumn,40
294719,article_jissue,5
294719,article_jcreated_at,1/13/11
294719,article_pagination,366-74
294719,author_list,"\"{\"\"David B Hoyt\"\""
38130,article_title,Value of intravenous cholangiography prior to laparoscopic cholecystectomy
38130,article_language,eng
38130,journal_title,""
38130,jounral_abbreviation,""
38130,journal_issn,""
38130,article_jvolumn,23
38130,article_jissue,0
38130,article_jcreated_at,1/1/99
38130,article_pagination,693-6; discussion 697 ST  - Value of intravenous cholangiography prior to laparoscopic cholecystectomy-
38130,author_list,"\"{\"\"S. Truong\"\""
455697,article_title,Systematic review of occupational engagement and health outcomes among community-dwelling older adults
455697,article_language,""
455697,journal_title,""
455697,jounral_abbreviation,""
455697,journal_issn,""
455697,article_jvolumn,0
455697,article_jissue,0
455697,article_jcreated_at,""
455697,article_pagination,""
455697,author_list,{NULL}
518335,article_title,Fractional flow reserve for guiding PCI.
518335,article_language,eng
518335,journal_title,The New England journal of medicine
518335,jounral_abbreviation,N. Engl. J. Med.
518335,journal_issn,1533-4406
518335,article_jvolumn,360
518335,article_jissue,19
518335,article_jcreated_at,7/9/05
518335,article_pagination,2024; author reply 2026-7
518335,author_list,"\"{\"\"Somjot S Brar\"\""
503528,article_title,Difference in postural control between patients with functional and mechanical ankle instability
503528,article_language,eng
503528,journal_title,Foot Ankle Int
503528,jounral_abbreviation,Foot & ankle international
503528,journal_issn,1071-1007 (Print) 1071-1007
503528,article_jvolumn,35
503528,article_jissue,10
503528,article_jcreated_at,1/14/01
503528,article_pagination,1068-1074
503528,author_list,"\"{\"\"S Y Chen\"\""
503354,article_title,"Early ankle mobilization, Part I: The immediate effect on acute, lateral ankle sprains (a randomized clinical trial)"
503354,article_language,""
503354,journal_title,Military Medicine
503354,jounral_abbreviation,""
503354,journal_issn,""
503354,article_jvolumn,159
503354,article_jissue,1
503354,article_jcreated_at,1/1/94
503354,article_pagination,15-20
503354,author_list,"\"{\"\"J R Dettori\"\""
176844,article_title,Importance of Arsenic and pesticides in epidemic chronic kidney disease in Sri Lanka
176844,article_language,""
176844,journal_title,""
176844,jounral_abbreviation,""
176844,journal_issn,""
176844,article_jvolumn,15
176844,article_jissue,0
176844,article_jcreated_at,1/14/01
176844,article_pagination,""
176844,author_list,"\"{\"\"C. Jayasumana\"\""
820549,article_title,Chiropractic vertebral subluxations
820549,article_language,English
820549,journal_title,Focus on Alternative and Complementary Therapies
820549,jounral_abbreviation,""
820549,journal_issn,""
820549,article_jvolumn,15
820549,article_jissue,1
820549,article_jcreated_at,1/10/01
820549,article_pagination,13-14
820549,author_list,"\"{\"\"S. Homola\"\"}\""
250975,article_title,Effect of infliximab on the healing of intestinal anastomosis. An experimental study in rats.
250975,article_language,eng
250975,journal_title,Int J Surg
250975,jounral_abbreviation,"International journal of surgery (London, England)"
250975,journal_issn,1743-9159
250975,article_jvolumn,12
250975,article_jissue,9
250975,article_jcreated_at,1/14/01
250975,article_pagination,969-75
250975,author_list,"\"{\"\"Konstantinos Nastos\"\""
37173,article_title,How to appraise the effectiveness of treatment
37173,article_language,""
37173,journal_title,""
37173,jounral_abbreviation,""
37173,journal_issn,""
37173,article_jvolumn,27
37173,article_jissue,0
37173,article_jcreated_at,1/11/01
37173,article_pagination,525-531 ST  - How to appraise the effectiveness of treatment-
37173,author_list,"\"{\"\"Suzanne B. Stewart\"\""
641251,article_title,Non-steroidal anti-inflammatory drugs and myocardial infarctions: comparative systematic review of evidence from observational studies and randomised controlled trials.
641251,article_language,eng
641251,journal_title,Ann Rheum Dis
641251,jounral_abbreviation,Annals of the rheumatic diseases
641251,journal_issn,Mar-67
641251,article_jvolumn,66
641251,article_jissue,10
641251,article_jcreated_at,1/7/10
641251,article_pagination,1296-304
641251,author_list,"\"{\"\"E H Choy\"\""
302179,article_title,Using a social communication intervention to improve the social interactions and employment experiences of adolescents with high functioning autism spectrum disorders
302179,article_language,English
302179,journal_title,""
302179,jounral_abbreviation,""
302179,journal_issn,""
302179,article_jvolumn,0
302179,article_jissue,0
302179,article_jcreated_at,1/11/01
302179,article_pagination,3224
302179,author_list,"\"{\"\"Beth Anne Clavenna-Deane\"\"}\""
627882,article_title,Is there evidence that barrier membranes prevent bone resorption in autologous bone grafts during the healing period? A systematic review.
627882,article_language,eng
627882,journal_title,International Journal of Oral & Maxillofacial Implants
627882,jounral_abbreviation,""
627882,journal_issn,0882-2786
627882,article_jvolumn,22
627882,article_jissue,3
627882,article_jcreated_at,1/7/05
627882,article_pagination,390-8
627882,author_list,"\"{\"\"Ruud R M Bos\"\""
264151,article_title,"Recognizing, naming, and measuring a family intensive care unit syndrome"
264151,article_language,""
264151,journal_title,""
264151,jounral_abbreviation,""
264151,journal_issn,""
264151,article_jvolumn,11
264151,article_jissue,3
264151,article_jcreated_at,1/14/01
264151,article_pagination,435-441
264151,author_list,"\"{\"\"D. R. Sullivan\"\""
711975,article_title,"Association of diet, exercise, and smoking modification with risk of early cardiovascular events after acute coronary syndromes."
711975,article_language,""
711975,journal_title,Circulation
711975,jounral_abbreviation,Circulation
711975,journal_issn,22-Sep
711975,article_jvolumn,121
711975,article_jissue,6
711975,article_jcreated_at,2/16/10
711975,article_pagination,750-758 9p
711975,author_list,"\"{\"\"Yusuf S\"\""
12554,article_title,Retrovirus-mediated WASP gene transfer corrects Wiskott-Aldrich syndrome T-cell dysfunction.
12554,article_language,eng
12554,journal_title,Human gene therapy
12554,jounral_abbreviation,Hum. Gene Ther.
12554,journal_issn,1043-0342
12554,article_jvolumn,13
12554,article_jissue,9
12554,article_jcreated_at,10/2/06
12554,article_pagination,1039-46
12554,author_list,"\"{\"\"G Jayashree Jagadeesh\"\""
564924,article_title,Complication rate of endosonography (endobronchial and endoscopic ultrasound): a systematic review.
564924,article_language,eng
564924,journal_title,Respiration; international review of thoracic diseases
564924,jounral_abbreviation,Respiration
564924,journal_issn,1423-0356
564924,article_jvolumn,87
564924,article_jissue,4
564924,article_jcreated_at,1/14/01
564924,article_pagination,343-51
564924,author_list,"\"{\"\"A van Breda\"\""
364080,article_title,Comparison of serum and renal gentamicin concentrations with fractional urinary excretion tests as indicators of nephrotoxicity
364080,article_language,eng
364080,journal_title,""
364080,jounral_abbreviation,""
364080,journal_issn,""
364080,article_jvolumn,11
364080,article_jissue,4
364080,article_jcreated_at,1/1/88
364080,article_pagination,330-7
364080,author_list,"\"{\"\"S. A. Brown\"\""
727134,article_title,The Antiseptic Efficacy and Tolerability of Lavasept 0.04% on Acute Traumatic Wounds
727134,article_language,""
727134,journal_title,""
727134,jounral_abbreviation,""
727134,journal_issn,""
727134,article_jvolumn,0
727134,article_jissue,0
727134,article_jcreated_at,1/10/01
727134,article_pagination,""
727134,author_list,"\"{\"\"NCT01153620 \"\"}\""
356635,article_title,Determinants of arterial wall remodeling during lipid-lowering therapy: serial intravascular ultrasound observations from the Reversal of Atherosclerosis with Aggressive Lipid Lowering Therapy (REVERSAL) trial
356635,article_language,""
356635,journal_title,Circulation
356635,jounral_abbreviation,Circulation
356635,journal_issn,22-Sep
356635,article_jvolumn,113
356635,article_jissue,24
356635,article_jcreated_at,1/6/01
356635,article_pagination,2826-34
356635,author_list,"\"{\"\"S. Lin\"\""
272721,article_title,Economic evaluation of inhaled nitric oxide in preterm infants undergoing mechanical ventilation
272721,article_language,""
272721,journal_title,Pediatrics
272721,jounral_abbreviation,""
272721,journal_issn,""
272721,article_jvolumn,124
272721,article_jissue,5
272721,article_jcreated_at,1/9/01
272721,article_pagination,1325-1332
272721,author_list,"\"{\"\"A. M. Hibbs\"\""
979725,article_title,"The impact of emotional and social support on the quality of life, depression, and disability among us adults with chronic obstructive pulmonary disorder (COPD): A propensity score analysis"
979725,article_language,""
979725,journal_title,Value in Health
979725,jounral_abbreviation,""
979725,journal_issn,""
979725,article_jvolumn,18
979725,article_jissue,3
979725,article_jcreated_at,1/15/01
979725,article_pagination,A176
979725,author_list,"\"{\"\"R. Arabyat\"\""
470615,article_title,Can we improve the follow up of asthmatic patients with asthma educational program (PAMA)? [Abstract]
470615,article_language,""
470615,journal_title,European respiratory journal
470615,jounral_abbreviation,""
470615,journal_issn,""
470615,article_jvolumn,44
470615,article_jissue,0
470615,article_jcreated_at,1/14/01
470615,article_pagination,P3021
470615,author_list,"\"{\"\"Francitorra ME\"\""
71351,article_title,Differential dendritic cell-mediated activation and functions of invariant NKT-cell subsets in oral cancer.
71351,article_language,ENG
71351,journal_title,Oral diseases
71351,jounral_abbreviation,Oral Dis
71351,journal_issn,1601-0825
71351,article_jvolumn,-1
71351,article_jissue,-1
71351,article_jcreated_at,3/22/14
71351,article_pagination,""
71351,author_list,"\"{\"\"Nk Shukla\"\""
793299,article_title,[Use of probiotics and prebiotics in infant formulas].
793299,article_language,spa
793299,journal_title,Prediccion de la masa muscular apendicular esqueletica basado en mediciones antropometricas en Adultos Mayores Chilenos.
793299,jounral_abbreviation,""
793299,journal_issn,1699-5198
793299,article_jvolumn,31
793299,article_jissue,-1
793299,article_jcreated_at,1/15/01
793299,article_pagination,Jul-72
793299,author_list,"\"{\"\"Venancio Mart_nez Surez\"\"}\""
673560,article_title,[Postacute care].
673560,article_language,spa
673560,journal_title,"Tratamiento antibiotico intravenoso domiciliario del absceso hepatico: seguridad, eficacia y factores pronosticos de reingreso hospitalario."
673560,jounral_abbreviation,""
673560,journal_issn,0025-7753
673560,article_jvolumn,143
673560,article_jissue,1
673560,article_jcreated_at,7/14/07
673560,article_pagination,29-33
673560,author_list,"\"{\"\"Margarita Admetlla Falgueras\"\""
258181,article_title,Internet-delivered exposure and mindfulness based therapy for irritable bowel syndrome--a randomized controlled trial
258181,article_language,English
258181,journal_title,""
258181,jounral_abbreviation,""
258181,journal_issn,""
258181,article_jvolumn,48
258181,article_jissue,6
258181,article_jcreated_at,1/10/01
258181,article_pagination,531-9
258181,author_list,"\"{\"\"Perjohan Lindfors\"\""
11709,article_title,Sleep-related nighttime crying (yonaki) in Japan: a community-based study.
11709,article_language,eng
11709,journal_title,Pediatrics
11709,jounral_abbreviation,Pediatrics
11709,journal_issn,1098-4275
11709,article_jvolumn,115
11709,article_jissue,1
11709,article_jcreated_at,1/5/01
11709,article_pagination,217-24
11709,author_list,"\"{\"\"Michio Fukumizu\"\""
603381,article_title,WITHDRAWN: Zinc for the common cold.
603381,article_language,eng
603381,journal_title,Cochrane Database Syst. Rev.
603381,jounral_abbreviation,""
603381,journal_issn,1469-493X
603381,article_jvolumn,-1
603381,article_jissue,3
603381,article_jcreated_at,1/6/01
603381,article_pagination,CD001364
603381,author_list,"\"{\"\"I Marshall\"\"}\""
570263,article_title,Successful treatment with a rituximab-based regimen of a splenic marginal zone lymphoma with villous lymphocytes in a very frail patient on maintenance dialysis.
570263,article_language,eng
570263,journal_title,Cancer chemotherapy and pharmacology
570263,jounral_abbreviation,Cancer Chemother. Pharmacol.
570263,journal_issn,1432-0843
570263,article_jvolumn,63
570263,article_jissue,4
570263,article_jcreated_at,1/9/03
570263,article_pagination,759-60
570263,author_list,"\"{\"\"Andrea Tendas\"\""
395807,article_title,In this issue
395807,article_language,""
395807,journal_title,Japanese Journal of Clinical Oncology
395807,jounral_abbreviation,""
395807,journal_issn,""
395807,article_jvolumn,40
395807,article_jissue,7
395807,article_jcreated_at,1/10/01
395807,article_pagination,""
395807,author_list,{NULL}
149836,article_title,Exercise-induced changes of the upper extremity in chronic stroke survivors
149836,article_language,eng
149836,journal_title,""
149836,jounral_abbreviation,""
149836,journal_issn,""
149836,article_jvolumn,12
149836,article_jissue,0
149836,article_jcreated_at,1/5/01
149836,article_pagination,58-68 ST  - Exercise-induced changes of the upper extremity in chronic stroke survivors-
149836,author_list,"\"{\"\"P. Kluding\"\""
813023,article_title,Respiratory syncytial virus prophylaxis: cost-effective analysis in Argentina (Structured abstract)
813023,article_language,""
813023,journal_title,Pediatric Infectious Disease Journal
813023,jounral_abbreviation,""
813023,journal_issn,""
813023,article_jvolumn,21
813023,article_jissue,4
813023,article_jcreated_at,1/2/01
813023,article_pagination,287-291
813023,author_list,"\"{\"\"G. Bauer\"\""
691035,article_title,Behaviour change interventions to promote prescribing of generic drugs: a rapid evidence synthesis and systematic review.
691035,article_language,eng
691035,journal_title,Bmj Open
691035,jounral_abbreviation,""
691035,journal_issn,2044-6055
691035,article_jvolumn,4
691035,article_jissue,5
691035,article_jcreated_at,1/14/01
691035,article_pagination,e004623
691035,author_list,"\"{\"\"Thirimon Moe-Byrne\"\""
801512,article_title,Sex differences in pain.
801512,article_language,eng
801512,journal_title,The Behavioral and brain sciences
801512,jounral_abbreviation,Behav Brain Sci
801512,journal_issn,0140-525X
801512,article_jvolumn,20
801512,article_jissue,3
801512,article_jcreated_at,9/1/97
801512,article_pagination,371-80; discussion 435-513
801512,author_list,"\"{\"\"K J Berkley\"\"}\""
121133,article_title,Preoperative radiotherapy for esophageal carcinoma
121133,article_language,eng
121133,journal_title,""
121133,jounral_abbreviation,""
121133,journal_issn,""
121133,article_jvolumn,0
121133,article_jissue,4
121133,article_jcreated_at,1/5/01
121133,article_pagination,Cd001799
121133,author_list,"\"{\"\"M. Wang\"\""
82486,article_title,Robotic surgery in gynecology.
82486,article_language,eng
82486,journal_title,Archives of gynecology and obstetrics
82486,jounral_abbreviation,Arch. Gynecol. Obstet.
82486,journal_issn,1432-0711
82486,article_jvolumn,289
82486,article_jissue,1
82486,article_jcreated_at,1/14/01
82486,article_pagination,6-May
82486,author_list,"\"{\"\"Axel Schindelhauer\"\""
136032,article_title,Cost-utility analysis of osteopathy in primary care: results from a pragmatic randomized controlled trial
136032,article_language,eng
136032,journal_title,""
136032,jounral_abbreviation,""
136032,journal_issn,""
136032,article_jvolumn,21
136032,article_jissue,0
136032,article_jcreated_at,1/4/01
136032,article_pagination,643-50 ST  - Cost-utility analysis of osteopathy in primary care: results from a pragmatic randomized controlled trial-
136032,author_list,"\"{\"\"D. Russell\"\""
131606,article_title,The cost of depression-complicated alcoholism: health-care utilization and treatment effectiveness
131606,article_language,eng
131606,journal_title,""
131606,jounral_abbreviation,""
131606,journal_issn,""
131606,article_jvolumn,20
131606,article_jissue,0
131606,article_jcreated_at,1/1/93
131606,article_pagination,138-52 ST  - The cost of depression-complicated alcoholism: health-care utilization and treatment effectiveness-
131606,author_list,"\"{\"\"E. M. CN  - PubMed DA  - Summer DP  - NLM ET  - 1993/07/01 Bohlig\"\""
448384,article_title,Are birth kits a good idea? A systematic review of the evidence.
448384,article_language,""
448384,journal_title,""
448384,jounral_abbreviation,""
448384,journal_issn,""
448384,article_jvolumn,0
448384,article_jissue,0
448384,article_jcreated_at,""
448384,article_pagination,""
448384,author_list,{NULL}
57286,article_title,Differential functional connectivity within an emotion regulation neural network among individuals resilient and susceptible to the depressogenic effects of early life stress.
57286,article_language,eng
57286,journal_title,Psychological medicine
57286,jounral_abbreviation,Psychol Med
57286,journal_issn,1469-8978
57286,article_jvolumn,43
57286,article_jissue,3
57286,article_jcreated_at,1/13/03
57286,article_pagination,507-18
57286,author_list,"\"{\"\"J M Cisler\"\""
622636,article_title,Nurturing students' interest in primary care research through summer training in meta-analysis.
622636,article_language,eng
622636,journal_title,Academic Medicine: Journal Of The Association Of American Medical Colleges
622636,jounral_abbreviation,""
622636,journal_issn,1040-2446
622636,article_jvolumn,76
622636,article_jissue,5
622636,article_jcreated_at,1/1/05
622636,article_pagination,526
622636,author_list,"\"{\"\"L N Meurer\"\"}\""
107979,article_title,Obesity from cradle to grave.
107979,article_language,eng
107979,journal_title,Nepal Medical College journal : NMCJ
107979,jounral_abbreviation,Nepal Med Coll J
107979,journal_issn,""
107979,article_jvolumn,27
107979,article_jissue,6
107979,article_jcreated_at,1/3/06
107979,article_pagination,722-7
107979,author_list,"\"{\"\"T Forsn\"\""
252990,article_title,Effects on prolongation of Bazett__s corrected QT interval of seven second-generation antipsychotics in the treatment of schizophrenia: A meta-analysis
252990,article_language,""
252990,journal_title,Journal of Psychopharmacology
252990,jounral_abbreviation,""
252990,journal_issn,""
252990,article_jvolumn,25
252990,article_jissue,5
252990,article_jcreated_at,1/11/01
252990,article_pagination,646-666
252990,author_list,"\"{\"\"Albert K. K. Chung\"\""
861475,article_title,Cost-effectiveness of pharmacological and psychosocial interventions for schizophrenia (Structured abstract)
861475,article_language,""
861475,journal_title,Cost Effectiveness and Resource Allocation
861475,jounral_abbreviation,""
861475,journal_issn,1478-7547 (electronic)
861475,article_jvolumn,9
861475,article_jissue,1
861475,article_jcreated_at,1/11/01
861475,article_pagination,""
861475,author_list,"\"{\"\"P. Phanthunane\"\""
503159,article_title,Sports injuries of the ankle. [Japanese]
503159,article_language,""
503159,journal_title,Nippon Seikeigeka Gakkai zasshi
503159,jounral_abbreviation,""
503159,journal_issn,""
503159,article_jvolumn,63
503159,article_jissue,1
503159,article_jcreated_at,1/1/89
503159,article_pagination,146-160
503159,author_list,"\"{\"\"E Fujimaki\"\"}\""
325081,article_title,""
325081,article_language,""
325081,journal_title,"Basic Rights: Subsistence, Affluence and U.S. Foreign Policy"
325081,jounral_abbreviation,""
325081,journal_issn,""
325081,article_jvolumn,0
325081,article_jissue,0
325081,article_jcreated_at,1/1/96
325081,article_pagination,""
325081,author_list,"\"{\"\"H. Shue\"\"}\""
399134,article_title,Chronic heart failure: Current guideline recommendations and innovations. [German]
399134,article_language,German
399134,journal_title,""
399134,jounral_abbreviation,""
399134,journal_issn,""
399134,article_jvolumn,56
399134,article_jissue,7
399134,article_jcreated_at,1/15/01
399134,article_pagination,791-802
399134,author_list,"\"{\"\"S. Ewen\"\""
315951,article_title,[Procalcitonin as an early marker of sepsis]
315951,article_language,""
315951,journal_title,""
315951,jounral_abbreviation,""
315951,journal_issn,""
315951,article_jvolumn,55
315951,article_jissue,6
315951,article_jcreated_at,1/6/01
315951,article_pagination,650-4
315951,author_list,"\"{\"\"O. Thuemer\"\""
98479,article_title,"The ROX coupler: Creation of a fixed iliofemoral arteriovenous anastomosis for the treatment of systemic arterial hypertension, exploiting the physical properties of the arterial vasculature."
98479,article_language,ENG
98479,journal_title,Catheterization and cardiovascular interventions : official journal of the Society for Cardiac Angiography & Interventions
98479,jounral_abbreviation,Catheter Cardiovasc Interv
98479,journal_issn,1522-726X
98479,article_jvolumn,-1
98479,article_jissue,-1
98479,article_jcreated_at,10/24/14
98479,article_pagination,""
98479,author_list,"\"{\"\"Adam Witkowski\"\""
673307,article_title,Downregulated E-cadherin expression indicates worse prognosis in Asian patients with colorectal cancer: evidence from meta-analysis.
673307,article_language,eng
673307,journal_title,PLoS One
673307,jounral_abbreviation,PloS one
673307,journal_issn,1932-6203
673307,article_jvolumn,8
673307,article_jissue,7
673307,article_jcreated_at,1/13/01
673307,article_pagination,e70858
673307,author_list,"\"{\"\"Zhigang Chen\"\""
730754,article_title,Preoperative administration of tramadol continuous infusion reduces postoperative morphine requirements in patients undergoing surgery following femur fracture
730754,article_language,English; ABSTRACT LANGUAGE:English
730754,journal_title,Pain practice
730754,jounral_abbreviation,""
730754,journal_issn,""
730754,article_jvolumn,0
730754,article_jissue,0
730754,article_jcreated_at,1/9/01
730754,article_pagination,153
730754,author_list,"\"{\"\"Anastasiou M\"\""
953002,article_title,A re-appraisal of screening for colour vision impairments
953002,article_language,""
953002,journal_title,"Child: Care, Health & Development"
953002,jounral_abbreviation,""
953002,journal_issn,0305-1862
953002,article_jvolumn,23
953002,article_jissue,5
953002,article_jcreated_at,1/1/97
953002,article_pagination,391-398
953002,author_list,"\"{\"\"D. M. B. Hall\"\""
246067,article_title,Comparison of different distal radius dorsal and volar fracture fixation plates: a biomechanical study
246067,article_language,eng
246067,journal_title,J Hand Surg Am
246067,jounral_abbreviation,The Journal of hand surgery
246067,journal_issn,0363-5023
246067,article_jvolumn,28
246067,article_jissue,1
246067,article_jcreated_at,1/3/01
246067,article_pagination,94-104
246067,author_list,"\"{\"\"M. A. Shah\"\""
161814,article_title,Polycystic ovary syndrome (PCOS) and other androgen excess-related conditions: can changes in dietary intake make a difference?
161814,article_language,eng
161814,journal_title,""
161814,jounral_abbreviation,""
161814,journal_issn,""
161814,article_jvolumn,23
161814,article_jissue,0
161814,article_jcreated_at,1/8/01
161814,article_pagination,63-71 ST  - Polycystic ovary syndrome (PCOS) and other androgen excess-related conditions: can changes in dietary intake make a difference?-
161814,author_list,"\"{\"\"A. Sengupta\"\""
8529,article_title,"Maternal use of folic acid supplements during pregnancy, and childhood respiratory health and atopy."
8529,article_language,eng
8529,journal_title,The European respiratory journal
8529,jounral_abbreviation,Eur. Respir. J.
8529,journal_issn,1399-3003
8529,article_jvolumn,39
8529,article_jissue,6
8529,article_jcreated_at,1/12/06
8529,article_pagination,1468-74
8529,author_list,"\"{\"\"Gerard H Koppelman\"\""
198813,article_title,Shedding health risks with bariatric weight loss surgery
198813,article_language,""
198813,journal_title,""
198813,jounral_abbreviation,""
198813,journal_issn,""
198813,article_jvolumn,39
198813,article_jissue,0
198813,article_jcreated_at,1/9/01
198813,article_pagination,34-41 ST  - Shedding health risks with bariatric weight loss surgery-
198813,author_list,"\"{\"\"S. G. DB  - c8h DO  - 10.1097/01.NURSE.0000343454.35505.5a DP  - EBSCOhost Camden\"\"}\""
535901,article_title,Historical misrepresentation in science: the case of fetal alcohol syndrome
535901,article_language,eng
535901,journal_title,Sci Eng Ethics
535901,jounral_abbreviation,Science and engineering ethics
535901,journal_issn,1353-3452 (Print)     1353-3452
535901,article_jvolumn,4
535901,article_jissue,4
535901,article_jcreated_at,1/1/98
535901,article_pagination,427-35
535901,author_list,"\"{\"\"S. N. Pennington\"\""
15325,article_title,Effects of different antihypertensive drugs on plasma fibrinogen in hypertensive patients.
15325,article_language,""
15325,journal_title,British journal of clinical pharmacology
15325,jounral_abbreviation,Br J Clin Pharmacol
15325,journal_issn,0306-5251
15325,article_jvolumn,39
15325,article_jissue,5
15325,article_jcreated_at,1/1/95
15325,article_pagination,471-6
15325,author_list,"\"{\"\"G Villa\"\""
162189,article_title,"Significantly higher adrenocorticotropin-stimulated cortisol and 17-hydroxyprogesterone levels in 337 consecutive, premenopausal, caucasian, hirsute patients compared with healthy controls"
162189,article_language,eng
162189,journal_title,""
162189,jounral_abbreviation,""
162189,journal_issn,""
162189,article_jvolumn,90
162189,article_jissue,0
162189,article_jcreated_at,1/5/01
162189,article_pagination,"1347-53 ST  - Significantly higher adrenocorticotropin-stimulated cortisol and 17-hydroxyprogesterone levels in 337 consecutive, premenopausal, caucasian, hirsute patients compared with healthy controls-"
162189,author_list,"\"{\"\"C. Hagen\"\""
434500,article_title,Too little but not too late: results of a literature review to improve routine immunization programs in developing countries
434500,article_language,""
434500,journal_title,""
434500,jounral_abbreviation,""
434500,journal_issn,""
434500,article_jvolumn,0
434500,article_jissue,0
434500,article_jcreated_at,""
434500,article_pagination,""
434500,author_list,{NULL}
197174,article_title,Outcomes among patients with end-stage liver disease who are coinfected with HIV and hepatitis C virus.
197174,article_language,eng
197174,journal_title,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America
197174,jounral_abbreviation,Clin. Infect. Dis.
197174,journal_issn,1537-6591
197174,article_jvolumn,41
197174,article_jissue,-1
197174,article_jcreated_at,1/5/07
197174,article_pagination,S50-5
197174,author_list,"\"{\"\"Norah J Shire\"\""
6786,article_title,Phase II study to evaluate the safety and efficacy of the oral neurokinin-1 receptor antagonist casopitant (GW679769) administered with ondansetron for the prevention of postoperative and postdischarge nausea and vomiting in high-risk patients
6786,article_language,""
6786,journal_title,Anesthesiology
6786,jounral_abbreviation,""
6786,journal_issn,22-Mar
6786,article_jvolumn,113
6786,article_jissue,1
6786,article_jcreated_at,1/10/01
6786,article_pagination,74-82
6786,author_list,"\"{\"\"Demetrios J. Kutsogiannis\"\""
309274,article_title,Factors Predicting Success and Failure for Cervical Facet Radiofrequency Denervation: A Multi-Center Analysis
309274,article_language,""
309274,journal_title,""
309274,jounral_abbreviation,""
309274,journal_issn,""
309274,article_jvolumn,32
309274,article_jissue,6
309274,article_jcreated_at,1/7/11
309274,article_pagination,495-503
309274,author_list,"\"{\"\"Steven P. Cohen\"\""
672671,article_title,Mediterranean diet and metabolic syndrome: an updated systematic review.
672671,article_language,eng
672671,journal_title,Reviews in endocrine & metabolic disorders
672671,jounral_abbreviation,Rev Endocr Metab Disord
672671,journal_issn,1573-2606
672671,article_jvolumn,14
672671,article_jissue,3
672671,article_jcreated_at,1/13/09
672671,article_pagination,255-63
672671,author_list,"\"{\"\"Demosthenes B Panagiotakos\"\""
819735,article_title,Immunotherapy for autoimmune autonomic ganglionopathy
819735,article_language,English
